Suburb,Offence Level 1,Offence Level 2,Month,offence_count,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,avg_lag_3,std_lag_3,holiday_days,month
ROYAL PARK,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-05-01,3,5.0,2.0,9.0,6.0,12.0,6.0,7.0,5.0,1.0,3.0,5.0,4.0,5.333333333333333,3.5118845842842465,0,5
ROYAL PARK,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-06-01,6,3.0,5.0,2.0,9.0,6.0,12.0,6.0,7.0,5.0,1.0,3.0,5.0,3.3333333333333335,1.5275252316519468,1,6
ROYAL PARK,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-07-01,3,6.0,3.0,5.0,2.0,9.0,6.0,12.0,6.0,7.0,5.0,1.0,3.0,4.666666666666667,1.5275252316519465,0,7
ROYAL PARK,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-08-01,4,3.0,6.0,3.0,5.0,2.0,9.0,6.0,12.0,6.0,7.0,5.0,1.0,4.0,1.7320508075688772,0,8
ROYAL PARK,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-09-01,2,4.0,3.0,6.0,3.0,5.0,2.0,9.0,6.0,12.0,6.0,7.0,5.0,4.333333333333333,1.5275252316519468,0,9
ROYAL PARK,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-10-01,2,2.0,4.0,3.0,6.0,3.0,5.0,2.0,9.0,6.0,12.0,6.0,7.0,3.0,1.0,1,10
ROYAL PARK,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-01-01,2,8.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,4.666666666666667,3.5118845842842465,2,1
ROYAL PARK,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-02-01,1,2.0,8.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,5.0,3.0,0,2
ROYAL PARK,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-03-01,3,1.0,2.0,8.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.6666666666666665,3.785938897200183,4,3
ROYAL PARK,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-04-01,2,3.0,1.0,2.0,8.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2,4
ROYAL PARK,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-05-01,3,2.0,3.0,1.0,2.0,8.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,0,5
ROYAL PARK,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-06-01,2,3.0,2.0,3.0,1.0,2.0,8.0,5.0,1.0,1.0,1.0,3.0,1.0,2.6666666666666665,0.5773502691896257,1,6
ROYAL PARK,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-07-01,2,2.0,3.0,2.0,3.0,1.0,2.0,8.0,5.0,1.0,1.0,1.0,3.0,2.3333333333333335,0.5773502691896257,0,7
ROYAL PARK,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-08-01,5,2.0,2.0,3.0,2.0,3.0,1.0,2.0,8.0,5.0,1.0,1.0,1.0,2.3333333333333335,0.5773502691896257,0,8
ROYAL PARK,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-09-01,4,5.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,8.0,5.0,1.0,1.0,3.0,1.7320508075688772,0,9
ROYAL PARK,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-10-01,1,4.0,5.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,8.0,5.0,1.0,3.6666666666666665,1.5275252316519468,1,10
ROYAL PARK,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-11-01,4,1.0,4.0,5.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,8.0,5.0,3.3333333333333335,2.081665999466133,0,11
ROYAL PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-07-01,7,8.0,6.0,4.0,9.0,4.0,8.0,3.0,5.0,3.0,14.0,9.0,7.0,6.0,2.0,0,7
ROYAL PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-08-01,9,7.0,8.0,6.0,4.0,9.0,4.0,8.0,3.0,5.0,3.0,14.0,9.0,7.0,1.0,0,8
ROYAL PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-09-01,10,9.0,7.0,8.0,6.0,4.0,9.0,4.0,8.0,3.0,5.0,3.0,14.0,8.0,1.0,0,9
ROYAL PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-10-01,5,10.0,9.0,7.0,8.0,6.0,4.0,9.0,4.0,8.0,3.0,5.0,3.0,8.666666666666666,1.5275252316519468,1,10
ROYAL PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-11-01,17,5.0,10.0,9.0,7.0,8.0,6.0,4.0,9.0,4.0,8.0,3.0,5.0,8.0,2.6457513110645907,0,11
ROYAL PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-12-01,13,17.0,5.0,10.0,9.0,7.0,8.0,6.0,4.0,9.0,4.0,8.0,3.0,10.666666666666666,6.027713773341708,2,12
ROYAL PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-01-01,14,13.0,17.0,5.0,10.0,9.0,7.0,8.0,6.0,4.0,9.0,4.0,8.0,11.666666666666666,6.110100926607787,2,1
ROYAL PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-02-01,9,14.0,13.0,17.0,5.0,10.0,9.0,7.0,8.0,6.0,4.0,9.0,4.0,14.666666666666666,2.0816659994661326,0,2
ROYAL PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-03-01,9,9.0,14.0,13.0,17.0,5.0,10.0,9.0,7.0,8.0,6.0,4.0,9.0,12.0,2.6457513110645907,4,3
ROYAL PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-04-01,11,9.0,9.0,14.0,13.0,17.0,5.0,10.0,9.0,7.0,8.0,6.0,4.0,10.666666666666666,2.886751345948129,2,4
ROYAL PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-05-01,13,11.0,9.0,9.0,14.0,13.0,17.0,5.0,10.0,9.0,7.0,8.0,6.0,9.666666666666666,1.1547005383792517,0,5
ROYAL PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-06-01,12,13.0,11.0,9.0,9.0,14.0,13.0,17.0,5.0,10.0,9.0,7.0,8.0,11.0,2.0,1,6
ROYAL PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-07-01,13,12.0,13.0,11.0,9.0,9.0,14.0,13.0,17.0,5.0,10.0,9.0,7.0,12.0,1.0,0,7
ROYAL PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-08-01,14,13.0,12.0,13.0,11.0,9.0,9.0,14.0,13.0,17.0,5.0,10.0,9.0,12.666666666666666,0.5773502691896257,0,8
ROYAL PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-09-01,3,14.0,13.0,12.0,13.0,11.0,9.0,9.0,14.0,13.0,17.0,5.0,10.0,13.0,1.0,0,9
ROYAL PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-10-01,13,3.0,14.0,13.0,12.0,13.0,11.0,9.0,9.0,14.0,13.0,17.0,5.0,10.0,6.082762530298219,1,10
ROYAL PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-11-01,7,13.0,3.0,14.0,13.0,12.0,13.0,11.0,9.0,9.0,14.0,13.0,17.0,10.0,6.082762530298219,0,11
ROYAL PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-12-01,5,7.0,13.0,3.0,14.0,13.0,12.0,13.0,11.0,9.0,9.0,14.0,13.0,7.666666666666667,5.033222956847166,2,12
ROYAL PARK,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-07-01,6,3.0,7.0,3.0,3.0,2.0,1.0,5.0,3.0,7.0,6.0,6.0,4.0,4.333333333333333,2.309401076758503,0,7
ROYAL PARK,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-08-01,2,6.0,3.0,7.0,3.0,3.0,2.0,1.0,5.0,3.0,7.0,6.0,6.0,5.333333333333333,2.0816659994661326,0,8
ROYAL PARK,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-09-01,7,2.0,6.0,3.0,7.0,3.0,3.0,2.0,1.0,5.0,3.0,7.0,6.0,3.6666666666666665,2.081665999466133,0,9
ROYAL PARK,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-10-01,8,7.0,2.0,6.0,3.0,7.0,3.0,3.0,2.0,1.0,5.0,3.0,7.0,5.0,2.6457513110645907,1,10
ROYAL PARK,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-11-01,5,8.0,7.0,2.0,6.0,3.0,7.0,3.0,3.0,2.0,1.0,5.0,3.0,5.666666666666667,3.2145502536643185,0,11
ROYAL PARK,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-12-01,4,5.0,8.0,7.0,2.0,6.0,3.0,7.0,3.0,3.0,2.0,1.0,5.0,6.666666666666667,1.5275252316519465,2,12
ROYAL PARK,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-01-01,3,4.0,5.0,8.0,7.0,2.0,6.0,3.0,7.0,3.0,3.0,2.0,1.0,5.666666666666667,2.0816659994661326,2,1
ROYAL PARK,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-02-01,6,3.0,4.0,5.0,8.0,7.0,2.0,6.0,3.0,7.0,3.0,3.0,2.0,4.0,1.0,0,2
ROYAL PARK,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-03-01,6,6.0,3.0,4.0,5.0,8.0,7.0,2.0,6.0,3.0,7.0,3.0,3.0,4.333333333333333,1.5275252316519465,4,3
ROYAL PARK,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-04-01,3,6.0,6.0,3.0,4.0,5.0,8.0,7.0,2.0,6.0,3.0,7.0,3.0,5.0,1.7320508075688772,2,4
ROYAL PARK,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-05-01,1,3.0,6.0,6.0,3.0,4.0,5.0,8.0,7.0,2.0,6.0,3.0,7.0,5.0,1.7320508075688772,0,5
ROYAL PARK,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-06-01,1,1.0,3.0,6.0,6.0,3.0,4.0,5.0,8.0,7.0,2.0,6.0,3.0,3.3333333333333335,2.5166114784235836,1,6
ROYAL PARK,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-07-01,1,1.0,1.0,3.0,6.0,6.0,3.0,4.0,5.0,8.0,7.0,2.0,6.0,1.6666666666666667,1.1547005383792515,0,7
ROYAL PARK,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-08-01,1,1.0,1.0,1.0,3.0,6.0,6.0,3.0,4.0,5.0,8.0,7.0,2.0,1.0,0.0,0,8
ROYAL PARK,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-09-01,1,1.0,1.0,1.0,1.0,3.0,6.0,6.0,3.0,4.0,5.0,8.0,7.0,1.0,0.0,0,9
ROYAL PARK,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-10-01,2,1.0,1.0,1.0,1.0,1.0,3.0,6.0,6.0,3.0,4.0,5.0,8.0,1.0,0.0,1,10
ROYAL PARK,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-11-01,5,2.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,6.0,3.0,4.0,5.0,1.3333333333333333,0.5773502691896257,0,11
ROYSTON PARK,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-12-01,1,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,2,12
ROYSTON PARK,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-12-01,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2,12
ROYSTON PARK,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-02-01,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0,2
ROYSTON PARK,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-03-01,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,4,3
ROYSTON PARK,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-04-01,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2,4
ROYSTON PARK,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-08-01,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0,8
ROYSTON PARK,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-10-01,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,0.5773502691896257,1,10
ROYSTON PARK,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-12-01,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,0.5773502691896257,2,12
ROYSTON PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-07-01,5,2.0,2.0,3.0,4.0,3.0,2.0,4.0,5.0,2.0,7.0,2.0,4.0,2.3333333333333335,0.5773502691896257,0,7
ROYSTON PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-08-01,1,5.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,5.0,2.0,7.0,2.0,3.0,1.7320508075688772,0,8
ROYSTON PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-09-01,2,1.0,5.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,5.0,2.0,7.0,2.6666666666666665,2.081665999466133,0,9
ROYSTON PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-10-01,4,2.0,1.0,5.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,5.0,2.0,2.6666666666666665,2.0816659994661326,1,10
ROYSTON PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-11-01,5,4.0,2.0,1.0,5.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,5.0,2.3333333333333335,1.5275252316519468,0,11
ROYSTON PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-01-01,2,5.0,4.0,2.0,1.0,5.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,3.6666666666666665,1.5275252316519468,2,1
ROYSTON PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-04-01,1,2.0,5.0,4.0,2.0,1.0,5.0,2.0,2.0,3.0,4.0,3.0,2.0,3.6666666666666665,1.5275252316519468,2,4
ROYSTON PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-05-01,2,1.0,2.0,5.0,4.0,2.0,1.0,5.0,2.0,2.0,3.0,4.0,3.0,2.6666666666666665,2.0816659994661326,0,5
ROYSTON PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-06-01,1,2.0,1.0,2.0,5.0,4.0,2.0,1.0,5.0,2.0,2.0,3.0,4.0,1.6666666666666667,0.5773502691896257,1,6
ROYSTON PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-08-01,1,1.0,2.0,1.0,2.0,5.0,4.0,2.0,1.0,5.0,2.0,2.0,3.0,1.3333333333333333,0.5773502691896257,0,8
ROYSTON PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-09-01,2,1.0,1.0,2.0,1.0,2.0,5.0,4.0,2.0,1.0,5.0,2.0,2.0,1.3333333333333333,0.5773502691896257,0,9
ROYSTON PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-10-01,1,2.0,1.0,1.0,2.0,1.0,2.0,5.0,4.0,2.0,1.0,5.0,2.0,1.3333333333333333,0.5773502691896257,1,10
ROYSTON PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-11-01,4,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,4.0,2.0,1.0,5.0,1.3333333333333333,0.5773502691896257,0,11
ROYSTON PARK,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-12-01,2,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,4.0,2.0,1.0,2.3333333333333335,1.5275252316519468,2,12
SALISBURY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2023-08-01,6,1.0,2.0,5.0,3.0,1.0,3.0,3.0,4.0,6.0,1.0,4.0,6.0,2.6666666666666665,2.0816659994661326,0,8
SALISBURY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2023-09-01,3,6.0,1.0,2.0,5.0,3.0,1.0,3.0,3.0,4.0,6.0,1.0,4.0,3.0,2.6457513110645907,0,9
SALISBURY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2023-10-01,3,3.0,6.0,1.0,2.0,5.0,3.0,1.0,3.0,3.0,4.0,6.0,1.0,3.3333333333333335,2.516611478423583,1,10
SALISBURY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2023-11-01,5,3.0,3.0,6.0,1.0,2.0,5.0,3.0,1.0,3.0,3.0,4.0,6.0,4.0,1.7320508075688772,0,11
SALISBURY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2023-12-01,3,5.0,3.0,3.0,6.0,1.0,2.0,5.0,3.0,1.0,3.0,3.0,4.0,3.6666666666666665,1.1547005383792515,2,12
SALISBURY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-01-01,5,3.0,5.0,3.0,3.0,6.0,1.0,2.0,5.0,3.0,1.0,3.0,3.0,3.6666666666666665,1.1547005383792515,2,1
SALISBURY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-02-01,2,5.0,3.0,5.0,3.0,3.0,6.0,1.0,2.0,5.0,3.0,1.0,3.0,4.333333333333333,1.1547005383792515,0,2
SALISBURY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-03-01,3,2.0,5.0,3.0,5.0,3.0,3.0,6.0,1.0,2.0,5.0,3.0,1.0,3.3333333333333335,1.5275252316519468,4,3
SALISBURY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-04-01,5,3.0,2.0,5.0,3.0,5.0,3.0,3.0,6.0,1.0,2.0,5.0,3.0,3.3333333333333335,1.5275252316519468,2,4
SALISBURY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-05-01,1,5.0,3.0,2.0,5.0,3.0,5.0,3.0,3.0,6.0,1.0,2.0,5.0,3.3333333333333335,1.5275252316519468,0,5
SALISBURY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-07-01,4,1.0,5.0,3.0,2.0,5.0,3.0,5.0,3.0,3.0,6.0,1.0,2.0,3.0,2.0,0,7
SALISBURY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-08-01,1,4.0,1.0,5.0,3.0,2.0,5.0,3.0,5.0,3.0,3.0,6.0,1.0,3.3333333333333335,2.0816659994661326,0,8
SALISBURY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-09-01,7,1.0,4.0,1.0,5.0,3.0,2.0,5.0,3.0,5.0,3.0,3.0,6.0,2.0,1.7320508075688772,0,9
SALISBURY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-10-01,4,7.0,1.0,4.0,1.0,5.0,3.0,2.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,1,10
SALISBURY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-11-01,5,4.0,7.0,1.0,4.0,1.0,5.0,3.0,2.0,5.0,3.0,5.0,3.0,4.0,3.0,0,11
SALISBURY,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-12-01,3,5.0,4.0,7.0,1.0,4.0,1.0,5.0,3.0,2.0,5.0,3.0,5.0,5.333333333333333,1.5275252316519468,2,12
SALISBURY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-07-01,25,23.0,20.0,25.0,26.0,20.0,14.0,17.0,13.0,22.0,14.0,17.0,12.0,22.666666666666668,2.516611478423583,0,7
SALISBURY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-08-01,29,25.0,23.0,20.0,25.0,26.0,20.0,14.0,17.0,13.0,22.0,14.0,17.0,22.666666666666668,2.5166114784235836,0,8
SALISBURY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-09-01,17,29.0,25.0,23.0,20.0,25.0,26.0,20.0,14.0,17.0,13.0,22.0,14.0,25.666666666666668,3.0550504633038935,0,9
SALISBURY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-10-01,11,17.0,29.0,25.0,23.0,20.0,25.0,26.0,20.0,14.0,17.0,13.0,22.0,23.666666666666668,6.110100926607786,1,10
SALISBURY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-11-01,20,11.0,17.0,29.0,25.0,23.0,20.0,25.0,26.0,20.0,14.0,17.0,13.0,19.0,9.16515138991168,0,11
SALISBURY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-12-01,19,20.0,11.0,17.0,29.0,25.0,23.0,20.0,25.0,26.0,20.0,14.0,17.0,16.0,4.58257569495584,2,12
SALISBURY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-01-01,26,19.0,20.0,11.0,17.0,29.0,25.0,23.0,20.0,25.0,26.0,20.0,14.0,16.666666666666668,4.932882862316247,2,1
SALISBURY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-02-01,13,26.0,19.0,20.0,11.0,17.0,29.0,25.0,23.0,20.0,25.0,26.0,20.0,21.666666666666668,3.7859388972001824,0,2
SALISBURY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-03-01,24,13.0,26.0,19.0,20.0,11.0,17.0,29.0,25.0,23.0,20.0,25.0,26.0,19.333333333333332,6.506407098647712,4,3
SALISBURY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-04-01,19,24.0,13.0,26.0,19.0,20.0,11.0,17.0,29.0,25.0,23.0,20.0,25.0,21.0,7.0,2,4
SALISBURY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-05-01,12,19.0,24.0,13.0,26.0,19.0,20.0,11.0,17.0,29.0,25.0,23.0,20.0,18.666666666666668,5.507570547286102,0,5
SALISBURY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-06-01,17,12.0,19.0,24.0,13.0,26.0,19.0,20.0,11.0,17.0,29.0,25.0,23.0,18.333333333333332,6.027713773341707,1,6
SALISBURY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-07-01,15,17.0,12.0,19.0,24.0,13.0,26.0,19.0,20.0,11.0,17.0,29.0,25.0,16.0,3.605551275463989,0,7
SALISBURY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-08-01,15,15.0,17.0,12.0,19.0,24.0,13.0,26.0,19.0,20.0,11.0,17.0,29.0,14.666666666666666,2.516611478423583,0,8
SALISBURY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-09-01,16,15.0,15.0,17.0,12.0,19.0,24.0,13.0,26.0,19.0,20.0,11.0,17.0,15.666666666666666,1.1547005383792515,0,9
SALISBURY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-10-01,17,16.0,15.0,15.0,17.0,12.0,19.0,24.0,13.0,26.0,19.0,20.0,11.0,15.333333333333334,0.5773502691896257,1,10
SALISBURY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-11-01,19,17.0,16.0,15.0,15.0,17.0,12.0,19.0,24.0,13.0,26.0,19.0,20.0,16.0,1.0,0,11
SALISBURY,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-12-01,12,19.0,17.0,16.0,15.0,15.0,17.0,12.0,19.0,24.0,13.0,26.0,19.0,17.333333333333332,1.5275252316519468,2,12
SALISBURY,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-07-01,12,14.0,10.0,12.0,5.0,4.0,10.0,3.0,9.0,6.0,2.0,6.0,4.0,12.0,2.0,0,7
SALISBURY,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-08-01,11,12.0,14.0,10.0,12.0,5.0,4.0,10.0,3.0,9.0,6.0,2.0,6.0,12.0,2.0,0,8
SALISBURY,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-09-01,11,11.0,12.0,14.0,10.0,12.0,5.0,4.0,10.0,3.0,9.0,6.0,2.0,12.333333333333334,1.5275252316519468,0,9
SALISBURY,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-10-01,8,11.0,11.0,12.0,14.0,10.0,12.0,5.0,4.0,10.0,3.0,9.0,6.0,11.333333333333334,0.5773502691896257,1,10
